osmid,name,highway,surface,tracktype,foot,bicycle,sac_scale,trail_visibility,smoothness,width,mtb:scale,mtb:scale:imba,osmc:symbol,image,incline,lit,step_count,ford,bridge,tunnel,wheelchair,ramp,source,mapillary,scenic,section,footway,sidewalk,length_m,corridor
1380103283,SAT Ornö,path,compacted,,,,hiking,good,,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/8/87/SAT_Orn%C3%B6_2025_april_%2846%29.jpg,,,,,,,,,,,,SAT Ornö,,,322.45940796673744,DEDICATED_PATH
1427065978,SAT Ornö,path,gravel,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Orn%C3%B6boda_Ferry_stop_02.jpg/2560px-Orn%C3%B6boda_Ferry_stop_02.jpg,,,,,,,,,,,,SAT Ornö,,,157.6494511380881,DEDICATED_PATH
1427065979,SAT Ornö,track,,grade3,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2c/Orn%C3%B6boda_badplats_2025_maj.jpg,,,,,,,,,,,,SAT Ornö,,,115.50965535230468,TRACK
39050032,SAT Runmarö,residential,unpaved,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/SAT_Runmar%C3%B6_vandring_leden_04.jpg/2560px-SAT_Runmar%C3%B6_vandring_leden_04.jpg,,,,,,,,,,,,SAT Runmarö,,,2877.61263049999,CAR_ROAD
39050037,SAT Runmarö,residential,unpaved,,designated,yes,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/58/SAT_Runmar%C3%B6_vandring_leden_10.jpg,,,,,,,,,,,,SAT Runmarö,,,1167.41991797853,CAR_ROAD
204940779,Länsväg 697,tertiary,gravel,grade2,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/f/fb/SAT_Runmar%C3%B6_15.jpg,,,,,,,,,,,,SAT Runmarö,,,1998.1958856826052,CAR_ROAD
241186785,SAT Runmarö,track,,grade1,designated,,hiking,good,,1.3,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/SAT_Runmar%C3%B6_vandring_april_2025_12.jpg,,,,,,,,,,,,SAT Runmarö,,,114.46138500812577,TRACK
241186787,SAT Runmarö,track,,grade1,designated,yes,hiking,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/3/39/SAT_Runmar%C3%B6_vandring_april_2025_13.jpg,,,,,,,,,,,,SAT Runmarö,,,1149.6898005845828,TRACK
241186790,SAT Runmarö,residential,unpaved,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/SAT_Runmar%C3%B6_vandring_april_2025_15.jpg/2560px-SAT_Runmar%C3%B6_vandring_april_2025_15.jpg,,,,,,,,,,,,SAT Runmarö,,,864.895558569545,CAR_ROAD
241186791,SAT Runmarö,residential,compacted,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/SAT_Runmar%C3%B6_vandring_april_2025_07.jpg/3024px-SAT_Runmar%C3%B6_vandring_april_2025_07.jpg,,,,,,,,,,,,SAT Runmarö,,,373.39458399836303,CAR_ROAD
241188057,SAT Runmarö,residential,unpaved,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/SAT_Runmar%C3%B6_vandring_april_2025_19.jpg,,,,,,,,,,,,SAT Runmarö,,,1859.5610898624525,CAR_ROAD
265419138,SAT Runmarö,footway,,,designated,,hiking,good,,,,,,,,,,,,,,,,,,SAT Runmarö,,,76.38291512513834,DEDICATED_PATH
422218088,SAT Runmarö,footway,,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/SAT_Runmar%C3%B6_vandrat_leden_20250401_02.jpg/3024px-SAT_Runmar%C3%B6_vandrat_leden_20250401_02.jpg,,,,,,,,,,,,SAT Runmarö,,,2331.5548098915106,DEDICATED_PATH
422218090,SAT Runmarö,path,grass,,designated,permissive,hiking,good,intermediate,1.6,,,,https://upload.wikimedia.org/wikipedia/commons/7/78/SAT_Runmar%C3%B6_vandrat_leden_2025_april_01.jpg,,,,,,,,,,,,SAT Runmarö,,,202.7288934680615,DEDICATED_PATH
422218092,SAT Runmarö,track,ground,grade5,designated,permissive,,good,intermediate,1.2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/SAT_Runmar%C3%B6_vandrat_leden_20250401_10.jpg/3024px-SAT_Runmar%C3%B6_vandrat_leden_20250401_10.jpg,,,,,,,,,survey;image,,,SAT Runmarö,,,1452.1335780210052,TRACK
495386380,SAT Runmarö,track,compacted,,designated,,hiking,good,intermediate,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/SAT_Runmar%C3%B6_leden_14.jpg/1536px-SAT_Runmar%C3%B6_leden_14.jpg,,,,,,,,,survey;image,,,SAT Runmarö,,,2624.6803511177336,TRACK
495386442,SAT Runmarö,footway,compacted,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/SAT_Runmar%C3%B6_vandrat_leden_2025_april_09.jpg/1536px-SAT_Runmar%C3%B6_vandrat_leden_2025_april_09.jpg,,,,,,,,,,,,SAT Runmarö,,,794.1938008919429,DEDICATED_PATH
871057884,SAT Runmarö,path,compacted,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/SAT_Runmar%C3%B6_vandring_leden_13.jpg/3024px-SAT_Runmar%C3%B6_vandring_leden_13.jpg,,,,,,,,,,,,SAT Runmarö,,,175.54055852116707,DEDICATED_PATH
871057885,SAT Runmarö,path,gravel,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/SAT_Runmar%C3%B6_vandring_leden_11.jpg/1536px-SAT_Runmar%C3%B6_vandring_leden_11.jpg,,,,,,,,,,,,SAT Runmarö,,,173.35408748644176,DEDICATED_PATH
871057887,SAT Runmarö,path,compacted,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/SAT_Runmar%C3%B6_vandring_leden_14.jpg/3024px-SAT_Runmar%C3%B6_vandring_leden_14.jpg,,,,,,,,,,,,SAT Runmarö,,,192.25109052280962,DEDICATED_PATH
871057888,SAT Runmarö,path,gravel,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/SAT_Runmar%C3%B6_vandring_leden_12.jpg/3024px-SAT_Runmar%C3%B6_vandring_leden_12.jpg,,,,,,,,,,,,SAT Runmarö,,,897.7328899826812,DEDICATED_PATH
871057892,SAT Runmarö,path,compacted,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/SAT_Runmar%C3%B6_vandring_leden_14.jpg/3024px-SAT_Runmar%C3%B6_vandring_leden_14.jpg,,,,,,,,,,,,SAT Runmarö,,,272.755503803581,DEDICATED_PATH
1054675154,SAT Runmarö,path,compacted,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/SAT_Runmar%C3%B6_vandring_leden_15.jpg/3024px-SAT_Runmar%C3%B6_vandring_leden_15.jpg,,,,,,,,,,,,SAT Runmarö,,,326.9326652566492,DEDICATED_PATH
1378968859,Länsväg 697,tertiary,gravel,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/SAT_Runmar%C3%B6_02.jpg,,,,,,,,,,,,SAT Runmarö,,,597.0874168287962,CAR_ROAD
1378968860,Länsväg 697,tertiary,gravel,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/SAT_Runmar%C3%B6_03.jpg,,,,,,,,,,,,SAT Runmarö,,,1060.6711746093688,CAR_ROAD
1378968862,SAT Runmarö,unclassified,gravel,,designated,yes,hiking,good,intermediate,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/7/70/SAT_Runmar%C3%B6_30.jpg,,no,,,,,,,,,,SAT Runmarö,,,1324.787996949928,CAR_ROAD
1378968863,SAT Runmarö,path,compacted;grass,,designated,,,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/a/a3/SAT_Runmar%C3%B6_leden_10.jpg,,,,,,,,,,,,SAT Runmarö,,,1110.1154528491404,DEDICATED_PATH
1378968865,Länsväg 697,tertiary,gravel,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/SAT_Runmar%C3%B6_leden_15.jpg,,,,,,,,,,,,SAT Runmarö,,,199.36756355018397,CAR_ROAD
1378968867,Länsväg 697,tertiary,gravel,,designated,,,good,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c2/SAT_Runmar%C3%B6_vandring_leden_08.jpg,,,,,,,,,,,,SAT Runmarö,,,736.9451961528896,CAR_ROAD
1378968869,SAT Runmarö,unclassified,gravel,,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/SAT_Runmar%C3%B6_vandring_leden_18.jpg/1536px-SAT_Runmar%C3%B6_vandring_leden_18.jpg,,,,,,,,,,,,SAT Runmarö,,,441.9624962352512,CAR_ROAD
1378968870,SAT Runmarö,unclassified,gravel,,designated,,hiking,good,,2,,,,,,,,,,,,,,,,SAT Runmarö,,,749.3236294477756,CAR_ROAD
1378968872,SAT Runmarö,track,,grade5,designated,yes,hiking,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/SAT_Runmar%C3%B6_vandrat_leden_20250401_03.jpg/2560px-SAT_Runmar%C3%B6_vandrat_leden_20250401_03.jpg,,,,,,,,,,,,SAT Runmarö,,,142.89761253180913,TRACK
1378968873,SAT Runmarö,track,,grade5,designated,yes,,good,,,,,,,,,,,,,,,,,,SAT Runmarö,,,219.28904976426517,TRACK
1378968874,SAT Runmarö,track,,grade2,designated,yes,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/SAT_Runmar%C3%B6_vandrat_leden_20250401_07.jpg/1536px-SAT_Runmar%C3%B6_vandrat_leden_20250401_07.jpg,,,,,,,,,,,,SAT Runmarö,,,2234.530814559192,TRACK
1378968876,SAT Runmarö,path,compacted,,,,hiking,good,intermediate,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/SAT_Runmar%C3%B6_vandrat_leden_2025_april_07.jpg/3024px-SAT_Runmar%C3%B6_vandrat_leden_2025_april_07.jpg,,,,,,,,,https://github.com/salgo60/Fredagsvandringen/blob/main/tracks/Stockholm%20Archipelago%20Trail/t257619995_sat%20runmaroe%20final.gpx,,,SAT Runmarö,,,1092.5577724896102,DEDICATED_PATH
1378968877,SAT Runmarö,path,compacted,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/SAT_Runmar%C3%B6_vandrat_leden_2025_april_10.jpg/1536px-SAT_Runmar%C3%B6_vandrat_leden_2025_april_10.jpg,,,,,,,,,https://github.com/salgo60/Fredagsvandringen/blob/main/tracks/Stockholm%20Archipelago%20Trail/t257619995_sat%20runmaroe%20final.gpx,,,SAT Runmarö,,,895.6988664573195,DEDICATED_PATH
1378968878,SAT Runmarö,unclassified,gravel,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/SAT_Runmar%C3%B6_vandring_april_2025_02.jpg/2560px-SAT_Runmar%C3%B6_vandring_april_2025_02.jpg,,,,,,,,,,,,SAT Runmarö,,,259.2543491359922,CAR_ROAD
1378968879,Länsväg 697,unclassified,compacted,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/62/SAT_Runmar%C3%B6_vandring_april_2025_11.jpg,,,,,,,,,,,,SAT Runmarö,,,2366.9505916520075,CAR_ROAD
1383009304,SAT Runmarö,path,compacted,,designated,,hiking,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/SAT_Runmar%C3%B6_vandrat_leden_2025_april_13.jpg/3024px-SAT_Runmar%C3%B6_vandrat_leden_2025_april_13.jpg,,,,,,,,,,,,SAT Runmarö,,,277.4177538376503,DEDICATED_PATH
1409694667,SAT Runmarö,footway,cement,,designated,,hiking,good,very_good,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d9/SAT_Runmar%C3%B6_vandring_april_2025_05.jpg,,,,,,,,,,,,SAT Runmarö,,,25.14451377765735,DEDICATED_PATH
125315360,Skutviksvägen,track,gravel,,yes,yes,hiking,good,bad,2,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2826%29.jpg,,,,,,,,,,,,SAT Rånö,,,4637.704625741732,TRACK
223271530,Rånövägen,unclassified,gravel,,,,hiking,excellent,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/2/20/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2845%29.jpg,,,,,,,,,,,,SAT Rånö,,,4029.5420863118666,CAR_ROAD
223271536,Rånöhamnsvägen,track,gravel,grade2,yes,yes,,,good,3,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2828%29.jpg,,,,,,,,,,,,SAT Rånö,,,1449.435078558217,TRACK
503252478,SAT Rånö,path,compacted,,designated,,hiking,good,impassable,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2821%29.jpg,,,,,,,,,,,,SAT Rånö,,,51.80251905679779,DEDICATED_PATH
512145739,SAT Rånö,path,forest_floor,,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/7/74/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2816%29.jpg,,,,,,,,,,,,SAT Rånö,,,415.093781056218,DEDICATED_PATH
612608042,SAT Rånö,path,grass,grade4,designated,permissive,hiking,intermediate,bad,,1,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/SAT_R%C3%A5n%C3%B6_vandring_2025_april_2_14.jpg/3024px-SAT_R%C3%A5n%C3%B6_vandring_2025_april_2_14.jpg,,,,,,,,,,,,SAT Rånö,,,2112.1588582005143,DEDICATED_PATH
1051900724,SAT Rånö,path,forest_floor,,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2818%29.jpg,,,,,,,,,,,,SAT Rånö,,,625.9201130743371,DEDICATED_PATH
1379152365,Knicksandsvägen,unclassified,gravel,,,,,good,horrible,2,,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/SAT_R%C3%A5n%C3%B6_2_apr_2025_R%C3%A5n%C3%B6_stugbyn_%282%29.jpg,,,,,,,,,,,,SAT Rånö,,,910.5394065972339,CAR_ROAD
1379152366,SAT Rånö,path,ground,,,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/SAT_R%C3%A5n%C3%B6_april_vandring_15.jpg/3024px-SAT_R%C3%A5n%C3%B6_april_vandring_15.jpg,,,,,,,,,,,,SAT Rånö,,,2614.5326205327347,DEDICATED_PATH
1379152367,SAT Rånö,path,,,,,,,,,,,,,,,,,,,,,,,,SAT Rånö,,,1497.8805327818116,DEDICATED_PATH
1379152370,Knicksandsvägen,unclassified,gravel,,,,,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3a/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2814%29.jpg,,,,,,,,,,,,SAT Rånö,,,1057.748872649055,CAR_ROAD
1379152371,Knicksandsvägen,track,gravel,grade3,,,,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a1/R%C3%A5n%C3%B6_20250803_07.jpg,,,,,,,,,,,,SAT Rånö,,,325.96303427919605,TRACK
1379152373,Skutviksvägen,unclassified,gravel,,,,hiking,,very_bad,,,,,https://upload.wikimedia.org/wikipedia/commons/d/dc/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2858%29.jpg,,,,,,,,,,,,SAT Rånö,,,558.8799974292514,CAR_ROAD
1379152374,Rånövägen,unclassified,gravel,,,,hiking,intermediate,very_bad,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/SAT_R%C3%A5n%C3%B6_2_apr_2025_%2831%29.jpg,,,,,,,,,,,,SAT Rånö,,,266.5298599718542,CAR_ROAD
39773043,SAT Sandhamn,service,unpaved,,,yes,,,,,,,,,,,,,,,,,,,,SAT Sandhamn,,,434.57233795648574,CAR_ROAD
64781887,SAT Sandhamn,residential,compacted,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Sandhamn_20250808_03.jpg/2560px-Sandhamn_20250808_03.jpg,,,,,,,,,,,,SAT Sandhamn,,,566.7489247011549,CAR_ROAD
64781889,SAT Sandhamn,path,dirt,,designated,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/SAT_Sandhamn_2025_april_%2821%29.jpg/2560px-SAT_Sandhamn_2025_april_%2821%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,1128.2893778315072,DEDICATED_PATH
73172857,SAT Sandhamn,path,dirt,,designated,yes,hiking,,,3,,0,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/SAT_Sandhamn_2025_april_%28115%29.jpg/2560px-SAT_Sandhamn_2025_april_%28115%29.jpg,0%,,,,,,,,,,,SAT Sandhamn,,,210.7023660377086,DEDICATED_PATH
125055937,SAT Sandhamn,footway,unpaved,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/39/SAT_Sandhamn_2025_april_%28187%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,105.90842151421107,DEDICATED_PATH
125055941,SAT Sandhamn,footway,compacted,,,yes,,,,,,,,,,,,,,,,,,,,SAT Sandhamn,,,167.66708115572692,DEDICATED_PATH
125532291,Kniphalsvägen,service,unpaved,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7f/SAT_Sandhamn_2025_april_%2851%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,455.1718129082646,CAR_ROAD
125532644,SAT Sandhamn,service,compacted,,designated,yes,hiking,good,good,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/6/62/SAT_Sandhamn_2025_april_%2876%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,368.22097077553497,CAR_ROAD
125533048,SAT Sandhamn,footway,wood,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/SAT_Sandhamn_2025_april_%28102%29.jpg/1536px-SAT_Sandhamn_2025_april_%28102%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,176.15296909660066,DEDICATED_PATH
242013209,Båkvägen,service,unpaved,,designated,yes,hiking,good,good,,,,,https://upload.wikimedia.org/wikipedia/commons/7/79/SAT_Sandhamn_2025_april_%2894%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,142.14360755988554,CAR_ROAD
329732355,SAT Sandhamn,service,unpaved,,designated,yes,hiking,intermediate,,,,,,,,,,,,,,,,,,SAT Sandhamn,,,74.93832425071618,CAR_ROAD
589296982,SAT Sandhamn,path,compacted,,designated,,,good,bad,1.2,,,,https://upload.wikimedia.org/wikipedia/commons/3/3f/SAT_Sandhamn_2025_april_%28118%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,622.3824276559387,DEDICATED_PATH
589296986,SAT Sandhamn,track,gravel,,,yes,hiking,good,good,2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/SAT_Sandhamn_2025_april_%28178%29.jpg/2560px-SAT_Sandhamn_2025_april_%28178%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,894.4123207966181,TRACK
589298535,SAT Sandhamn,path,compacted,,,,hiking,good,intermediate,1,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/SAT_Sandhamn_2025_april_%28155%29.jpg/1536px-SAT_Sandhamn_2025_april_%28155%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,1003.4541208731147,DEDICATED_PATH
589299278,SAT Sandhamn,path,compacted,,designated,,hiking,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/2/26/SAT_Sandhamn_2025_april_V%C3%A4sterudden_%283%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,381.6769883864654,DEDICATED_PATH
1037399670,SAT Sandhamn,footway,unpaved,,designated,yes,,good,,,,,,,,,,,,,,,,,,SAT Sandhamn,,,125.74076833670833,DEDICATED_PATH
1037399686,SAT Sandhamn,residential,unpaved,,designated,yes,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e6/Sandhamns_v%C3%A4rdshus_2025_juli_%281%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,183.29356346327205,CAR_ROAD
1037399709,SAT Sandhamn,footway,unpaved,,designated,yes,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/SAT_Sandhamn_2025_april_%28197%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,34.00504908248982,DEDICATED_PATH
1054645901,SAT Sandhamn,path,dirt,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/SAT_Sandhamn_2025_april_%28165%29.jpg/1536px-SAT_Sandhamn_2025_april_%28165%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,200.85657313771395,DEDICATED_PATH
1138295977,Harald Fyrbergs väg,service,unpaved,,,yes,,,,,,,,,,,,,,,,,,,,SAT Sandhamn,,,113.94532152419545,CAR_ROAD
1145615563,SAT Sandhamn,footway,unpaved,,designated,yes,hiking,good,good,2,,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/SAT_Sandhamn_2025_april_%2893%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,126.23356722308017,DEDICATED_PATH
1145615570,SAT Sandhamn,footway,unpaved,,designated,yes,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/SAT_Sandhamn_2025_april_%28197%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,65.17011961922307,DEDICATED_PATH
1145615580,SAT Sandhamn,residential,unpaved,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0a/SAT_Sandhamn_2025_april_%28186%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,133.8744950003344,CAR_ROAD
1383592501,SAT Sandhamn,path,dirt,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/SAT_Sandhamn_2025_april_%28165%29.jpg/1536px-SAT_Sandhamn_2025_april_%28165%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,289.85213656165394,DEDICATED_PATH
1383592503,SAT Sandhamn,track,gravel,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/SAT_Sandhamn_2025_april_Fl%C3%A4skberget_%282%29.jpg/2560px-SAT_Sandhamn_2025_april_Fl%C3%A4skberget_%282%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,66.12757016969442,TRACK
1383592504,SAT Sandhamn,residential,unpaved,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/SAT_Sandhamn_2025_april_%28184%29.jpg/2560px-SAT_Sandhamn_2025_april_%28184%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,153.31027220781624,CAR_ROAD
1383592505,SAT Sandhamn,residential,unpaved,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/39/SAT_Sandhamn_2025_april_%28187%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,99.93606573458433,CAR_ROAD
1383592507,SAT Sandhamn,residential,unpaved,,designated,,hiking,good,,,,,,,,,,,,,,,,,,SAT Sandhamn,,,47.41782767357667,CAR_ROAD
1383592510,SAT Sandhamn,residential,unpaved,,designated,yes,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/SAT_Sandhamn_2025_april_%28188%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,146.96450890093305,CAR_ROAD
1383592512,SAT Sandhamn,residential,unpaved,,designated,yes,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Sandhamns_bageri_2025_juli_%281%29.jpg/2560px-Sandhamns_bageri_2025_juli_%281%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,73.68391028758967,CAR_ROAD
1383592516,SAT Sandhamn,residential,compacted,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Sandhamn_Seglarhotellet_%283%29.jpg/2560px-Sandhamn_Seglarhotellet_%283%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,828.3575321595555,CAR_ROAD
1383592522,SAT Sandhamn,footway,compacted,,designated,yes,hiking,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/1/11/SAT_Sandhamn_2025_april_%2854%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,47.486429435705766,DEDICATED_PATH
1383592523,SAT Sandhamn,footway,sand,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/SAT_Sandhamn_2025_april_%2860%29.jpg/2560px-SAT_Sandhamn_2025_april_%2860%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,229.7754720493525,DEDICATED_PATH
1383592524,SAT Sandhamn,footway,sand,,designated,,hiking,good,good,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/4/4f/SAT_Sandhamn_2025_april_%2861%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,27.036473703249616,DEDICATED_PATH
1383592526,Havsvägen,service,unpaved,,designated,yes,hiking,good,good,2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/SAT_Sandhamn_2025_april_%2884%29.jpg/2560px-SAT_Sandhamn_2025_april_%2884%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,161.97428993899348,CAR_ROAD
1383592527,Korsövägen,service,unpaved,,designated,yes,hiking,good,good,2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/SAT_Sandhamn_2025_april_%2890%29.jpg/2560px-SAT_Sandhamn_2025_april_%2890%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,118.39311511884439,CAR_ROAD
1383592530,SAT Sandhamn,path,dirt,,designated,,hiking,,,,,,,,0%,,,,,,,,,,,SAT Sandhamn,,,664.4139754675772,DEDICATED_PATH
1383592532,SAT Sandhamn,path,dirt,,designated,,hiking,,,3,,0,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/SAT_Sandhamn_2025_april_%28115%29.jpg/2560px-SAT_Sandhamn_2025_april_%28115%29.jpg,0%,,,,,,,,,,,SAT Sandhamn,,,152.97416991458763,DEDICATED_PATH
1383592534,SAT Sandhamn,path,compacted,,designated,,,good,intermediate,1.2,,,,https://upload.wikimedia.org/wikipedia/commons/f/f6/SAT_Sandhamn_2025_april_%28144%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,2066.2348268628193,DEDICATED_PATH
1383592535,SAT Sandhamn,path,compacted,,designated,,,good,intermediate,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/SAT_Sandhamn_2025_april_%28146%29.jpg/2560px-SAT_Sandhamn_2025_april_%28146%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,304.33641244659015,DEDICATED_PATH
1424143069,SAT Sandhamn,path,dirt,,designated,,hiking,,,1,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/SAT_Sandhamn_2025_april_%2823%29.jpg/2560px-SAT_Sandhamn_2025_april_%2823%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,559.6175369882253,DEDICATED_PATH
